"Notes"	"Residence State"	"Residence State Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Iowa"	"19"	"Oct., 2024 (provisional)"	"2024/10"	2846	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nov., 2024 (provisional)"	"2024/11"	2695	Not Applicable	Not Applicable
	"Iowa"	"19"	"Dec., 2024 (provisional)"	"2024/12"	2842	Not Applicable	Not Applicable
"Total"	"Iowa"	"19"			99245	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2022"	"2022/01"	3812	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2022"	"2022/02"	2829	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2022"	"2022/03"	2670	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2022"	"2022/04"	2286	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2022"	"2022/05"	2411	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2022"	"2022/06"	2285	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2022"	"2022/07"	2412	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2022"	"2022/08"	2473	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2022"	"2022/09"	2380	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2022"	"2022/10"	2522	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2022"	"2022/11"	2540	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2022"	"2022/12"	2931	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2023"	"2023/01"	2777	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2023"	"2023/02"	2398	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2023"	"2023/03"	2679	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2023"	"2023/04"	2487	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2023"	"2023/05"	2359	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2023"	"2023/06"	2238	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2023"	"2023/07"	2244	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2023"	"2023/08"	2276	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2023"	"2023/09"	2366	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2023"	"2023/10"	2405	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2023"	"2023/11"	2415	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2023"	"2023/12"	2623	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2024 (provisional)"	"2024/01"	2792	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2024 (provisional)"	"2024/02"	2485	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2024 (provisional)"	"2024/03"	2573	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	2307	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	2280	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	2282	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2024 (provisional)"	"2024/07"	2306	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2024 (provisional)"	"2024/08"	2337	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2024 (provisional)"	"2024/09"	2312	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2024 (provisional)"	"2024/10"	2457	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2024 (provisional)"	"2024/11"	2314	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2024 (provisional)"	"2024/12"	2712	Not Applicable	Not Applicable
"Total"	"Kansas"	"20"			89975	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jan., 2022"	"2022/01"	6226	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Feb., 2022"	"2022/02"	5216	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Mar., 2022"	"2022/03"	4852	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Apr., 2022"	"2022/04"	4399	Not Applicable	Not Applicable
	"Kentucky"	"21"	"May, 2022"	"2022/05"	4304	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jun., 2022"	"2022/06"	4346	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jul., 2022"	"2022/07"	4464	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Aug., 2022"	"2022/08"	4421	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Sep., 2022"	"2022/09"	4246	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Oct., 2022"	"2022/10"	4625	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nov., 2022"	"2022/11"	4748	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Dec., 2022"	"2022/12"	5206	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jan., 2023"	"2023/01"	4949	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Feb., 2023"	"2023/02"	4366	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Mar., 2023"	"2023/03"	4613	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Apr., 2023"	"2023/04"	4269	Not Applicable	Not Applicable
	"Kentucky"	"21"	"May, 2023"	"2023/05"	4281	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jun., 2023"	"2023/06"	4131	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jul., 2023"	"2023/07"	4262	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Aug., 2023"	"2023/08"	4191	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Sep., 2023"	"2023/09"	4120	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Oct., 2023"	"2023/10"	4464	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nov., 2023"	"2023/11"	4413	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Dec., 2023"	"2023/12"	4985	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jan., 2024 (provisional)"	"2024/01"	5093	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Feb., 2024 (provisional)"	"2024/02"	4381	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Mar., 2024 (provisional)"	"2024/03"	4628	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Apr., 2024 (provisional)"	"2024/04"	4292	Not Applicable	Not Applicable
	"Kentucky"	"21"	"May, 2024 (provisional)"	"2024/05"	4195	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jun., 2024 (provisional)"	"2024/06"	4058	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jul., 2024 (provisional)"	"2024/07"	4177	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Aug., 2024 (provisional)"	"2024/08"	4243	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Sep., 2024 (provisional)"	"2024/09"	4057	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Oct., 2024 (provisional)"	"2024/10"	4408	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nov., 2024 (provisional)"	"2024/11"	4145	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Dec., 2024 (provisional)"	"2024/12"	4411	Not Applicable	Not Applicable
"Total"	"Kentucky"	"21"			162185	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jan., 2022"	"2022/01"	5728	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Feb., 2022"	"2022/02"	4805	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Mar., 2022"	"2022/03"	4361	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Apr., 2022"	"2022/04"	3937	Not Applicable	Not Applicable
	"Louisiana"	"22"	"May, 2022"	"2022/05"	4144	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jun., 2022"	"2022/06"	3960	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jul., 2022"	"2022/07"	4309	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Aug., 2022"	"2022/08"	4203	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Sep., 2022"	"2022/09"	3938	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Oct., 2022"	"2022/10"	4137	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Nov., 2022"	"2022/11"	4274	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Dec., 2022"	"2022/12"	4543	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jan., 2023"	"2023/01"	4577	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Feb., 2023"	"2023/02"	4079	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Mar., 2023"	"2023/03"	4212	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Apr., 2023"	"2023/04"	3936	Not Applicable	Not Applicable
	"Louisiana"	"22"	"May, 2023"	"2023/05"	4055	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jun., 2023"	"2023/06"	3844	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jul., 2023"	"2023/07"	3894	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Aug., 2023"	"2023/08"	4087	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Sep., 2023"	"2023/09"	4000	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Oct., 2023"	"2023/10"	4105	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Nov., 2023"	"2023/11"	4080	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Dec., 2023"	"2023/12"	4568	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jan., 2024 (provisional)"	"2024/01"	4820	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Feb., 2024 (provisional)"	"2024/02"	4083	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Mar., 2024 (provisional)"	"2024/03"	4136	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Apr., 2024 (provisional)"	"2024/04"	3968	Not Applicable	Not Applicable
	"Louisiana"	"22"	"May, 2024 (provisional)"	"2024/05"	3998	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jun., 2024 (provisional)"	"2024/06"	3808	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jul., 2024 (provisional)"	"2024/07"	4059	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Aug., 2024 (provisional)"	"2024/08"	4052	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Sep., 2024 (provisional)"	"2024/09"	3981	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Oct., 2024 (provisional)"	"2024/10"	3923	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Nov., 2024 (provisional)"	"2024/11"	3786	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Dec., 2024 (provisional)"	"2024/12"	3966	Not Applicable	Not Applicable
"Total"	"Louisiana"	"22"			150356	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2022"	"2022/01"	1780	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2022"	"2022/02"	1408	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2022"	"2022/03"	1443	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2022"	"2022/04"	1342	Not Applicable	Not Applicable
	"Maine"	"23"	"May, 2022"	"2022/05"	1386	Not Applicable	Not Applicable
	"Maine"	"23"	"Jun., 2022"	"2022/06"	1392	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2022"	"2022/07"	1330	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2022"	"2022/08"	1302	Not Applicable	Not Applicable
	"Maine"	"23"	"Sep., 2022"	"2022/09"	1423	Not Applicable	Not Applicable
	"Maine"	"23"	"Oct., 2022"	"2022/10"	1509	Not Applicable	Not Applicable
	"Maine"	"23"	"Nov., 2022"	"2022/11"	1430	Not Applicable	Not Applicable
	"Maine"	"23"	"Dec., 2022"	"2022/12"	1619	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2023"	"2023/01"	1583	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2023"	"2023/02"	1351	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2023"	"2023/03"	1437	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2023"	"2023/04"	1370	Not Applicable	Not Applicable
	"Maine"	"23"	"May, 2023"	"2023/05"	1365	Not Applicable	Not Applicable
	"Maine"	"23"	"Jun., 2023"	"2023/06"	1285	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2023"	"2023/07"	1301	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2023"	"2023/08"	1344	Not Applicable	Not Applicable
	"Maine"	"23"	"Sep., 2023"	"2023/09"	1306	Not Applicable	Not Applicable
	"Maine"	"23"	"Oct., 2023"	"2023/10"	1427	Not Applicable	Not Applicable
	"Maine"	"23"	"Nov., 2023"	"2023/11"	1430	Not Applicable	Not Applicable
	"Maine"	"23"	"Dec., 2023"	"2023/12"	1551	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2024 (provisional)"	"2024/01"	1522	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2024 (provisional)"	"2024/02"	1399	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2024 (provisional)"	"2024/03"	1466	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2024 (provisional)"	"2024/04"	1360	Not Applicable	Not Applicable
	"Maine"	"23"	"May, 2024 (provisional)"	"2024/05"	1373	Not Applicable	Not Applicable
	"Maine"	"23"	"Jun., 2024 (provisional)"	"2024/06"	1261	Not Applicable	Not Applicable
	"Maine"	"23"	"Jul., 2024 (provisional)"	"2024/07"	1335	Not Applicable	Not Applicable
	"Maine"	"23"	"Aug., 2024 (provisional)"	"2024/08"	1300	Not Applicable	Not Applicable
	"Maine"	"23"	"Sep., 2024 (provisional)"	"2024/09"	1276	Not Applicable	Not Applicable
	"Maine"	"23"	"Oct., 2024 (provisional)"	"2024/10"	1435	Not Applicable	Not Applicable
	"Maine"	"23"	"Nov., 2024 (provisional)"	"2024/11"	1385	Not Applicable	Not Applicable
	"Maine"	"23"	"Dec., 2024 (provisional)"	"2024/12"	1478	Not Applicable	Not Applicable
"Total"	"Maine"	"23"			50704	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jan., 2022"	"2022/01"	6754	Not Applicable	Not Applicable
	"Maryland"	"24"	"Feb., 2022"	"2022/02"	4651	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mar., 2022"	"2022/03"	4653	Not Applicable	Not Applicable
	"Maryland"	"24"	"Apr., 2022"	"2022/04"	4259	Not Applicable	Not Applicable
	"Maryland"	"24"	"May, 2022"	"2022/05"	4375	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jun., 2022"	"2022/06"	4266	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jul., 2022"	"2022/07"	4330	Not Applicable	Not Applicable
	"Maryland"	"24"	"Aug., 2022"	"2022/08"	4399	Not Applicable	Not Applicable
	"Maryland"	"24"	"Sep., 2022"	"2022/09"	4268	Not Applicable	Not Applicable
	"Maryland"	"24"	"Oct., 2022"	"2022/10"	4644	Not Applicable	Not Applicable
	"Maryland"	"24"	"Nov., 2022"	"2022/11"	4813	Not Applicable	Not Applicable
	"Maryland"	"24"	"Dec., 2022"	"2022/12"	5044	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jan., 2023"	"2023/01"	4991	Not Applicable	Not Applicable
	"Maryland"	"24"	"Feb., 2023"	"2023/02"	4327	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mar., 2023"	"2023/03"	4601	Not Applicable	Not Applicable
	"Maryland"	"24"	"Apr., 2023"	"2023/04"	4170	Not Applicable	Not Applicable
	"Maryland"	"24"	"May, 2023"	"2023/05"	4285	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jun., 2023"	"2023/06"	4054	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jul., 2023"	"2023/07"	4110	Not Applicable	Not Applicable
	"Maryland"	"24"	"Aug., 2023"	"2023/08"	4415	Not Applicable	Not Applicable
	"Maryland"	"24"	"Sep., 2023"	"2023/09"	4254	Not Applicable	Not Applicable
	"Maryland"	"24"	"Oct., 2023"	"2023/10"	4663	Not Applicable	Not Applicable
	"Maryland"	"24"	"Nov., 2023"	"2023/11"	4524	Not Applicable	Not Applicable
	"Maryland"	"24"	"Dec., 2023"	"2023/12"	5038	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jan., 2024 (provisional)"	"2024/01"	5177	Not Applicable	Not Applicable
	"Maryland"	"24"	"Feb., 2024 (provisional)"	"2024/02"	4460	Not Applicable	Not Applicable
	"Maryland"	"24"	"Mar., 2024 (provisional)"	"2024/03"	4544	Not Applicable	Not Applicable
	"Maryland"	"24"	"Apr., 2024 (provisional)"	"2024/04"	4393	Not Applicable	Not Applicable
	"Maryland"	"24"	"May, 2024 (provisional)"	"2024/05"	4283	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jun., 2024 (provisional)"	"2024/06"	4248	Not Applicable	Not Applicable
	"Maryland"	"24"	"Jul., 2024 (provisional)"	"2024/07"	4151	Not Applicable	Not Applicable
	"Maryland"	"24"	"Aug., 2024 (provisional)"	"2024/08"	4371	Not Applicable	Not Applicable
	"Maryland"	"24"	"Sep., 2024 (provisional)"	"2024/09"	4098	Not Applicable	Not Applicable
	"Maryland"	"24"	"Oct., 2024 (provisional)"	"2024/10"	4389	Not Applicable	Not Applicable
	"Maryland"	"24"	"Nov., 2024 (provisional)"	"2024/11"	4257	Not Applicable	Not Applicable
	"Maryland"	"24"	"Dec., 2024 (provisional)"	"2024/12"	4848	Not Applicable	Not Applicable
"Total"	"Maryland"	"24"			163107	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jan., 2022"	"2022/01"	7094	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Feb., 2022"	"2022/02"	5298	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Mar., 2022"	"2022/03"	5079	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Apr., 2022"	"2022/04"	4744	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"May, 2022"	"2022/05"	5173	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jun., 2022"	"2022/06"	4781	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jul., 2022"	"2022/07"	4983	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Aug., 2022"	"2022/08"	5036	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Sep., 2022"	"2022/09"	4817	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Oct., 2022"	"2022/10"	5391	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Nov., 2022"	"2022/11"	5118	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Dec., 2022"	"2022/12"	5852	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jan., 2023"	"2023/01"	5848	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Feb., 2023"	"2023/02"	5027	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Mar., 2023"	"2023/03"	5226	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Apr., 2023"	"2023/04"	4861	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"May, 2023"	"2023/05"	4888	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jun., 2023"	"2023/06"	4731	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jul., 2023"	"2023/07"	4792	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Aug., 2023"	"2023/08"	4967	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Sep., 2023"	"2023/09"	4811	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Oct., 2023"	"2023/10"	5176	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Nov., 2023"	"2023/11"	5182	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Dec., 2023"	"2023/12"	5662	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jan., 2024 (provisional)"	"2024/01"	5787	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Feb., 2024 (provisional)"	"2024/02"	5052	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Mar., 2024 (provisional)"	"2024/03"	5272	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Apr., 2024 (provisional)"	"2024/04"	5003	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"May, 2024 (provisional)"	"2024/05"	4875	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jun., 2024 (provisional)"	"2024/06"	4692	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Jul., 2024 (provisional)"	"2024/07"	4713	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Aug., 2024 (provisional)"	"2024/08"	4767	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Sep., 2024 (provisional)"	"2024/09"	4674	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Oct., 2024 (provisional)"	"2024/10"	4900	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Nov., 2024 (provisional)"	"2024/11"	4920	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"Dec., 2024 (provisional)"	"2024/12"	5166	Not Applicable	Not Applicable
"Total"	"Massachusetts"	"25"			184358	Not Applicable	Not Applicable
	"Michigan"	"26"	"Jan., 2022"	"2022/01"	12446	Not Applicable	Not Applicable
	"Michigan"	"26"	"Feb., 2022"	"2022/02"	9397	Not Applicable	Not Applicable
	"Michigan"	"26"	"Mar., 2022"	"2022/03"	9033	Not Applicable	Not Applicable
	"Michigan"	"26"	"Apr., 2022"	"2022/04"	8441	Not Applicable	Not Applicable
	"Michigan"	"26"	"May, 2022"	"2022/05"	8918	Not Applicable	Not Applicable
	"Michigan"	"26"	"Jun., 2022"	"2022/06"	8268	Not Applicable	Not Applicable
	"Michigan"	"26"	"Jul., 2022"	"2022/07"	8550	Not Applicable	Not Applicable
	"Michigan"	"26"	"Aug., 2022"	"2022/08"	8604	Not Applicable	Not Applicable
	"Michigan"	"26"	"Sep., 2022"	"2022/09"	8512	Not Applicable	Not Applicable
	"Michigan"	"26"	"Oct., 2022"	"2022/10"	9071	Not Applicable	Not Applicable
	"Michigan"	"26"	"Nov., 2022"	"2022/11"	9170	Not Applicable	Not Applicable
	"Michigan"	"26"	"Dec., 2022"	"2022/12"	10089	Not Applicable	Not Applicable
	"Michigan"	"26"	"Jan., 2023"	"2023/01"	9573	Not Applicable	Not Applicable
	"Michigan"	"26"	"Feb., 2023"	"2023/02"	8325	Not Applicable	Not Applicable
	"Michigan"	"26"	"Mar., 2023"	"2023/03"	9005	Not Applicable	Not Applicable
	"Michigan"	"26"	"Apr., 2023"	"2023/04"	8536	Not Applicable	Not Applicable
	"Michigan"	"26"	"May, 2023"	"2023/05"	8669	Not Applicable	Not Applicable
	"Michigan"	"26"	"Jun., 2023"	"2023/06"	7965	Not Applicable	Not Applicable
	"Michigan"	"26"	"Jul., 2023"	"2023/07"	8179	Not Applicable	Not Applicable
	"Michigan"	"26"	"Aug., 2023"	"2023/08"	8317	Not Applicable	Not Applicable
	"Michigan"	"26"	"Sep., 2023"	"2023/09"	8129	Not Applicable	Not Applicable
	"Michigan"	"26"	"Oct., 2023"	"2023/10"	8661	Not Applicable	Not Applicable
	"Michigan"	"26"	"Nov., 2023"	"2023/11"	8545	Not Applicable	Not Applicable
	"Michigan"	"26"	"Dec., 2023"	"2023/12"	9398	Not Applicable	Not Applicable
	"Michigan"	"26"	"Jan., 2024 (provisional)"	"2024/01"	9745	Not Applicable	Not Applicable
	"Michigan"	"26"	"Feb., 2024 (provisional)"	"2024/02"	8537	Not Applicable	Not Applicable
	"Michigan"	"26"	"Mar., 2024 (provisional)"	"2024/03"	9047	Not Applicable	Not Applicable
	"Michigan"	"26"	"Apr., 2024 (provisional)"	"2024/04"	8435	Not Applicable	Not Applicable
	"Michigan"	"26"	"May, 2024 (provisional)"	"2024/05"	8412	Not Applicable	Not Applicable
	"Michigan"	"26"	"Jun., 2024 (provisional)"	"2024/06"	7962	Not Applicable	Not Applicable
	"Michigan"	"26"	"Jul., 2024 (provisional)"	"2024/07"	8192	Not Applicable	Not Applicable
	"Michigan"	"26"	"Aug., 2024 (provisional)"	"2024/08"	8371	Not Applicable	Not Applicable
	"Michigan"	"26"	"Sep., 2024 (provisional)"	"2024/09"	8085	Not Applicable	Not Applicable
	"Michigan"	"26"	"Oct., 2024 (provisional)"	"2024/10"	8643	Not Applicable	Not Applicable
	"Michigan"	"26"	"Nov., 2024 (provisional)"	"2024/11"	8169	Not Applicable	Not Applicable
	"Michigan"	"26"	"Dec., 2024 (provisional)"	"2024/12"	8972	Not Applicable	Not Applicable
"Total"	"Michigan"	"26"			316371	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Jan., 2022"	"2022/01"	5370	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Feb., 2022"	"2022/02"	4307	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Mar., 2022"	"2022/03"	4171	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Apr., 2022"	"2022/04"	3981	Not Applicable	Not Applicable
	"Minnesota"	"27"	"May, 2022"	"2022/05"	4024	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Jun., 2022"	"2022/06"	3865	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Jul., 2022"	"2022/07"	3925	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Aug., 2022"	"2022/08"	4014	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Sep., 2022"	"2022/09"	4046	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Oct., 2022"	"2022/10"	4253	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Nov., 2022"	"2022/11"	4474	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Dec., 2022"	"2022/12"	4792	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Jan., 2023"	"2023/01"	4452	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Feb., 2023"	"2023/02"	3899	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Mar., 2023"	"2023/03"	4294	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Apr., 2023"	"2023/04"	4047	Not Applicable	Not Applicable
	"Minnesota"	"27"	"May, 2023"	"2023/05"	3925	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Jun., 2023"	"2023/06"	3838	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Jul., 2023"	"2023/07"	3872	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Aug., 2023"	"2023/08"	3901	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Sep., 2023"	"2023/09"	3902	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Oct., 2023"	"2023/10"	4211	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Nov., 2023"	"2023/11"	4342	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Dec., 2023"	"2023/12"	4520	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Jan., 2024 (provisional)"	"2024/01"	4555	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Feb., 2024 (provisional)"	"2024/02"	4113	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Mar., 2024 (provisional)"	"2024/03"	4289	Not Applicable	Not Applicable
	"Minnesota"	"27"	"Apr., 2024 (provisional)"	"2024/04"	4114	Not Applicable	Not Applicable
